2019年9月20日,"
美国对基里巴斯与台断交“深感失望” 美舰敏感时刻再经台海
",美国在台协会（AIT）星期五（9月20日）在回应记者询问时表示，太平洋岛国基里巴斯决定与台湾断交，改与中国建交，美方对此“深感失望... 不过，美国将会持续支持台湾... 美国在台协会也指出，中国积极改变两岸现状，包括诱使各国与台湾断交，已伤害并破坏区域稳定，更有损数十年来维持和平、稳定及发展的架构... 美国官员表示，所罗门群岛同台湾断交，损害了一个传统上的牢固关系... , 美国之音
2019年9月20日,"
台湾陆委会官员在华盛顿称坚决反对一国两制
",星期四，台湾陆委会副主委邱垂正在台湾驻美代表处举行的记者会上表示，中国对... 邱垂正表示，推动两岸关系正向发展是双方的共同责任，他呼吁中国务实面对中华民国、尊重台湾民意、停止对台湾的恶意打压... 对台湾来说，这是一种最佳的选择”，中共总书记习近平提出“一国两制”台湾方案时已经明确表示，将会充分考虑台湾的现实情况、吸收两岸各界意见和建议，也会充分照顾台湾人民的利益和感情... , 锺辰芳
2019年9月19日,"
图瓦卢亲台湾的总理败选
",南太平洋岛国图瓦卢9月19日周四选举，被认为是跟台湾关系密切的总理埃索波阿加（Enele Sopoaga）出乎意料连任失败，而新选出的总理纳塔诺（Kausea Natano）对台... 当中国竭力在南太平洋地区打压台湾之际，图瓦卢的... 从2013年起担任总理的索波阿加今年8月表示，图瓦卢与中国没有关系，而与台湾有长期牢固的关系... 目前新总理纳塔诺在两岸关系上的立场尚待观察... , 美国之音
2019年9月18日,"
台湾3年来共有近150人先后在中国大陆失联
",负责两岸事务的台湾海基会9月18日表示，自2016年蔡英文总统就任以来，台湾人在大陆失联事件共有149起，其中82件已透过管道寻获，仍有67件至今毫无音信... 蔡孟君说，南台湾两岸关系协会联合会主席蔡金树家属在他去年失踪后向海基会请求协助，海基会发函海协会，但没有收到任何讯息... 60岁的蔡金树去年7月20日到福建参加两岸食品交易会，在厦门酒店退房后即失联... , 海彦
2019年9月18日,"
以安全考量为由 香港取消十一国庆烟花
",香港康乐及文化事务署9月18号星期三宣布，鉴于当前社会局势，并且考量政体公众安全，取消原定在十月一号晚上在维多利亚港举行的中国国庆烟花汇演... 世茂集团是今年香港中国国庆烟花汇演的独家赞助，该公司对当局取消的决定表示不做评论... 如果维多利亚港两岸同时也聚集观赏烟花人潮，可能不同政见者起争执... 之后何君尧更说不会切割自己与这些白衣人士的关系，更赞扬他们保家卫族... , 黄耀毅
2019年9月18日,"
美国不满中国改变两岸现状，将持续支持台湾
",美国国务院一名发言人透过电邮回复媒体表示，中国积极改变两岸现状，诱使各国与台湾断交，破坏了区域和平稳定的架构... 这份电邮还指出，虽然各国有权决定其外交关系，但是北京持续透过胁迫行为压缩台湾的国际空间，违反了北京与台湾和平交流的承诺，美国对此深表失望... 位于南太平洋的所罗门群岛星期一(9月16日)决定与台湾断交，转而与中国建交，台湾目前的邦交国剩下16个... , 美国之音
2019年9月17日,"
美台11月将首次共同举行网络攻防演练
",美国在台协会(AIT)台北办事处处长郦英杰9月16日透露，美国今年11月将首次与台湾共同举行“网络攻防演练”，并集合至少15个国家，共同演练应对来自北韩的网路攻击和针对金融系统的黑客活动等问题... 据台湾媒体报道，郦英杰在出席台湾一个“人工智慧与资安讲座”致辞时表示，网络安全威胁可能影响产业、民主体制及电信网络的未来... 美国在台协会批评中国损害两岸关系现状, 海彦
2019年9月17日,"
美国在台协会批评中国损害两岸关系现状
",美国在台协会9月17日发表声明，对... 人口60万的所罗门群岛9月16日决定断绝与台湾36年的外交关系，并将与中国建交... 台湾中央社报道说，美国在台协会（AIT）回应表示，许多国家认为与中国增进关系，能够刺激经济成长和带来基础设施建设，但通常只会换来长期困境，感到后悔... 声明还表示，美国支持台海关系的现状，包括台湾的外交关系及国际空间，因为这对维持区域和平与稳定至关重要... , 海彦
2019年9月17日,"
台湾所罗门断交恐给台湾带来多重打击
","担忧出现“骨牌效应”
台湾政治大学国际关系研究中心研究员严震生表对美国之音表示，由于所罗门群岛曾是台湾在南太平洋地区最大的邦交国，台所断交会让人担忧产生多米诺骨牌效应... 2020总统大选候选人、高雄市长韩国瑜的竞选办公室就台湾与所罗门断交发出的新闻稿说，“在此友邦持续与我断交的危疑震撼之际，蔡政府在两岸关系上不能只搞对抗，迫使邦交国在两岸之间选边... ", 林枫
2019年9月16日,"
蔡英文回应所罗门群岛断交：面对中共外交打压，台湾绝不妥协
",此前，外交部长吴钊燮周一... 他表示，台湾政府对于所罗门群岛内阁决定与中国建立外交关系深感遗憾，并予以谴责... 内阁会议以27票赞成、6票弃权，决定中断与台湾的外交关系，与北京建交... 中央社的报道还说，台湾外交部次长徐斯俭率领的高级代表团16日星期一访问所罗门群岛，讨论双边关系现状... 国民党表示，如果民进党政府的外交及两岸政策无法改变，令人担忧台湾的国际空间恐仍持续被严重压缩... , 林枫
2019年9月15日,"
台湾立委王定宇在华盛顿吁美声援香港勿让中国动武
",台湾民进党立法委员王定宇星期六(9月14日)在华盛顿呼吁民主国家关注香港，不要让中国走到“动武”的地步，否则那不仅是一个世代的失落，更可能引发整个亚洲的纷扰... 他说，台湾在帮助港人... 在美台关系的部分，王定宇说，他除了感谢美国国会对台湾的坚定支持外，也向美方提及，希望国会能加快推进审议中的“台北法”和“台湾保证法”，并落实《台湾旅行法》及《国防授权法》，增加美台... , 锺辰芳
2019年9月13日,"
台湾公民在中国消失 蓝营学者蔡金树失联逾一年
",继台湾公民李孟居被中国当局以“危害国安... 台湾海峡交流基金会星期五发表声明称，蔡金树的亲友在去年8月底向海基会陈情指出，蔡金树于去年7月20日到中国福建省参加两岸食品交易会，在厦门酒店退房后即失联... 在《中评社》发表多篇评论，有关于两岸关系的，也有质疑蔡英文的... 60岁的蔡金树，是高雄市两岸关系研究学会理事长、南台湾两岸关系协会联合会主席，曾经在台湾多所大专院校兼课... , 美国之音
2019年9月13日,"
郭台铭退出国民党 台湾总统选战“三脚督”局面形成
",这也会使总统蔡英文... 路透社援引一名熟悉郭台铭竞选阵营的消息人士的话报道，郭台铭将会吸引对台湾经济状况不满和那些支持改善两岸关系的选民... 台湾的政治分析人士普遍预期，两岸议题是台湾2020总统大选的一个主轴... 他说，在两岸关系改善和发展的问题上，坚持体现一个中国原则的“九二共识”，反对“台独”，两岸关系就会改善和发展... 在两岸关系议题上，香港的局势发展也影响了台湾的选情... , 林枫
2019年9月12日,"
台湾外长：确保台湾民主韧性才能给香港希望
","在全球台湾研究中心发表演说（美国之音锺辰芳拍摄）
这场全天研讨会主题，包括美台对自由开放印太地区的共享愿景、台海两岸关系及台湾国际空间、美台经贸关系及国防安全合作等... 事务首席副助理部长海大卫(David Helvey)在会议结束前发表主旨演说，重申美国依据《台湾关系法》协助台湾安全防卫的承诺，并且对中国试图压缩台湾外交空间、挖走台湾邦交伙伴表达... ", 锺辰芳
2019年9月11日,"
VOA连线（林枫）：香港“反送中”加剧两岸关系恶化趋势
",随着香港“反送中运动”的持续发酵，北京与台北的紧张关系也进一步加剧。中国国台办发言人马晓光今天再次警告台湾民进党政府不要“插手香港事务”。台湾陆委会则反驳说，北京是抹黑台湾，恶意栽赃。与此同时，一名台湾公民疑似因为参加香港反送中而被中国以涉嫌危害国家安全为由拘押。, 林枫
2019年9月9日,"
海峡论谈：习近平搬出“斗争论” 欲一并解决台港问题？
",中共中央总书记习近平日前在中央党校发表讲话时搬出“斗争论”，15 分钟内提58 次“斗争”，并将港澳台工作列入重大斗争清单，习近平的斗争策略是否可能包括将港台问题合并处理... 对外高喊“斗争”的习近平是否其实束手无策，正面临权力危机?《海峡论谈》请香港时事评论员邓浩原与两岸问题专家吴汉深入分析... 中共的本质就是... 但是无论如何台湾问题的处理还是要放在中美关系的架构中看... , 樊冬宁
2019年9月9日,"
海峡论谈：《香港人权与民主法案》反送中 “定心丸”?
",香港反送中连续第14个周末举行抗议活动，身穿黑衣的示威者高举美国国旗前往美国... 所以就在台湾关系法通过之后，美国在执行台湾关系法的过程里面，我们看到前面是意兴阑珊的，是特朗普上台以后开始对台湾关系法比较着重了，比较愿意去支持，那是因为美国开始要对抗中共了... 为什么民进党政府不太愿意进一步处理这个问题，根据民进党的立法委员说法，第一个是怕被中共栽赃，说危害两岸关系... , 樊冬宁
