2018年12月27日,"
台湾：九二共识就是要消灭中华民国，中国：双方口头坚持一中原则共识
",主管大陆事务的陆委会主委陈明通星期四(12月27号)在立法院接受媒体询问表示，政府的大陆政策就是以中华民国宪法以及两岸人民关系条例处理两岸关系，这是一个清楚的政策，也具有法律约束力... 前总统马英九接受UDN TV 全球瞭望节目专访表示，大陆国家主席习近平去年在中共十九大谈到两岸关系是依据一中原则和九二共识，习近平知道九二共识与一中原则不是完全一致，这点非常重要... , 张永泰
2018年12月27日,"
台湾指中国未通报猪瘟疫情 中国称防控有效疫情平稳
",中国非洲猪瘟疫情持续扩大，台湾政府指责北京当局未依... 虽然台海两岸签有《两岸农产品检疫检验合作协议》，不过马晓光说，台湾长期以来没有进口中国大陆猪肉，所以这次非洲猪瘟的疫情通报“并不适用”这个协议，至于两岸民间非贸易农产品疫情信息交换及防控相互通报机制，“海峡两岸农业交流协会”及台湾财团法人“农村发展基金会”，马晓光说，因为台湾方面在2017年更换基金会人员... , 锺辰芳
2018年12月26日,"
中国成功试射导弹 被报瞄准台湾海峡 台国防部称报道不实
",中国日前成功试射了一枚俄制S400防空导弹... 日本共同社报道说，这次试射以台湾海峡为目标... 有台湾媒体报道说，中国这次试射成功而且就是对准台湾海峡... 对此，台湾国防部26日驳斥说，媒体报道与事实不符，未经查证迳行报道，恐将引起社会不安与紧张... 中国官方媒体《环球时报》25日在报道中引用俄罗斯媒体《观点报》的报道说，俄方消息人士透露，这次试射12月上旬在中国国内靶场进行... , 赵婉成
2018年12月26日,"
台湾新任县市长就职 2020总统角逐同步打响
",台湾“九合一”选举选出的新任县市长12月25日在台湾各地举行就职仪式，包括台北市长柯文哲、高雄市长韩国瑜在内的六都市长宣誓就职。两岸关系已经成为台湾地方政治中的关键议题。, 许宁
2018年12月26日,"
台湾新任县市长就职 2020总统角逐同步打响
","台湾“九合一”选举选出的新任县市长12月25日在台湾... 韩国瑜主张高雄经济全面开放，对拉近两岸关系的立场也十分明确，直言不讳地支持“九二共识”，甚至强调，在两岸政策上，中央应该跟着地方走... 陆委会强调，两岸关系发展及政策方向是中央职权，地方政府
朱立伦宣布选总统，不排除访美
国民党前主席朱立伦25日卸任新北市长，上午宣布将争取国民党提名参选... ", 许宁
2018年12月25日,"
李明哲妻子透露丈夫在中国狱中遭非人对待
",被中国当局以“颠覆国家政权”罪判刑五年的台湾非政府组织活动人士李明哲的妻子李凈瑜12月24日表示，她的丈夫在狱中遭到非人道的对待... 李凈瑜日前刚从中国湖南赤山监狱探视丈夫李明哲返回台湾... 在李明哲救援大队24日举行的“李明哲在狱中被非人道对待，言论自由无罪，中国立刻释放... 的记者会上，李凈瑜说，在赤山监狱服刑的李明哲暴瘦... 李明哲希望她告诉全世界他的处境... 李凈瑜还指责中国... , 美国之音
2018年12月25日,"
VOA连线(许宁)：柯文哲连任就职仪式极简 白绿合作受关注;韩国瑜就职典礼大阵仗 两岸关系言论引争议;朱立伦宣布选总统，不排除访美
",台湾“九合一”选举选出的新任县市长今天在各地举行就职仪式，包括台北市长柯文哲、高雄市长韩国瑜在内的六都市长宣誓就职。两岸关系已经成为台湾地方政治中的关键议题。, 许宁
2018年12月25日,"
美中关系的“新时代”: 从战略接触走向对抗性竞争
","美中友好关系的基础已经消失
美国智库国家利益中心的国防政策高级研究员哈里·卡奇亚尼斯（Harry Kazianis）在接受美国之音采访时说，造成目前美中关系陷入紧张的根本原因是美中之间已经失去了友好的战略基础... 后来我们又用贸易来替代，当太平洋两岸都在创造大量的财富，两边都牵涉了很多的就业机会，这是让我们关系友好而且紧密另外的一个理由... ", 斯洋
2018年12月24日,"
海峡论谈：中共机舰恢复扰台 习近平反守为攻？
",中国国家主席习近平，在改革开放四十周年的谈话中强调，要牢牢掌握两岸关系的主导权，这是不是对台发出新讯号？与此同时，解放军军机军舰恢复扰台行动，底近台湾东南沿海的航空识别区近行远海长训，这是否显示，北京不会因为蓝绿版图的变化，而改变对台湾的作为? 习近平的对台政策，究竟是以不变应万变，守住红线，还是要主动出击，反守为攻？, 樊冬宁
2018年12月24日,"
海峡论谈：“两岸一家亲”污名化 双城论坛避谈猪瘟？
",台北上海双城论坛落幕，双方签署三项合作协议，台北市长柯文哲与上海副市长周波都提到了两岸一家亲，柯文哲还致赠靓瓶，给上海副市长周波，这个靓瓶与近平谐音，柯文哲是不是在向习近平示好？不过另一方面，双城论坛的场外有独派人士丢猪肉抗议，两岸一家亲在台湾是否已经遭到了污名化？非洲猪瘟的蔓延，对两岸关系是否也会造成一定的影响？,
